Experiment	GeneId	Control_transcript	Case_transcript	Feature_type	Feature	What	Index	Control_start	Control_end	Case_start	Case_end	Control_MacroScore	Control_MicroScore	Control_Jaccard	Case_MacroScore	Case_MicroScore	Case_Jaccard
AML	ENSG00000168255.18	ENST00000613744.4	ENST00000507355.5	Prosite	PS01154	Lost_in_cases	1	34	65	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000104529.17	ENST00000526786.5	ENST00000423316.6	Prosite	PS00824	Gained_in_cases	1	nan	nan	519	527	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000104529.17	ENST00000526786.5	ENST00000423316.6	Prosite	PS00825	Gained_in_cases	1	nan	nan	636	647	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000104529.17	ENST00000534232.5	ENST00000419152.6	Prosite	PS00824	Gained_in_cases	1	nan	nan	153	161	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000104529.17	ENST00000534232.5	ENST00000419152.6	Prosite	PS00825	Gained_in_cases	1	nan	nan	270	281	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000104529.17	ENST00000526838.5	ENST00000532400.1	Prosite	PS00824	Lost_in_cases	1	134	142	nan	nan	1.0	0.03896103896103896	0.03896103896103896	nan	nan	nan
AML	ENSG00000104529.17	ENST00000526838.5	ENST00000532400.1	Prosite	PS00825	Lost_in_cases	1	251	262	nan	nan	1.0	0.05194805194805195	0.05194805194805195	nan	nan	nan
AML	ENSG00000104529.17	ENST00000531770.5	ENST00000532741.5	Prosite	PS00824	Gained_in_cases	1	nan	nan	569	577	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000104529.17	ENST00000531770.5	ENST00000532741.5	Prosite	PS00825	Gained_in_cases	1	nan	nan	686	697	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000104529.17	ENST00000618139.2	ENST00000527741.5	Prosite	PS00824	Lost_in_cases	1	519	527	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000104529.17	ENST00000526838.5	ENST00000528610.5	Prosite	PS00824	Nothing	1	134	142	129	137	0.0	nan	0.0	0.0	nan	0.0
AML	ENSG00000104529.17	ENST00000526838.5	ENST00000528610.5	Prosite	PS00825	Nothing	1	251	262	246	257	0.0	nan	0.0	0.0	nan	0.0
AML	ENSG00000104529.17	ENST00000534232.5	ENST00000423316.6	Prosite	PS00824	Gained_in_cases	1	nan	nan	519	527	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000104529.17	ENST00000534232.5	ENST00000423316.6	Prosite	PS00825	Gained_in_cases	1	nan	nan	636	647	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000149806.10	ENST00000527548.5	ENST00000529639.5	Prosite	PS00299	Nothing	1	25	50	25	50	0.0	nan	0.0	0.0	nan	0.0
AML	ENSG00000149806.10	ENST00000279259.7	ENST00000527548.5	Prosite	PS00299	Nothing	1	25	50	25	50	0.0	nan	0.0	0.0	nan	0.0
AML	ENSG00000149806.10	ENST00000531743.5	ENST00000434372.2	Prosite	PS00299	Nothing	1	25	50	25	50	0.0	nan	0.0	0.0	nan	0.0
AML	ENSG00000149806.10	ENST00000527548.5	ENST00000531743.5	Prosite	PS00299	Nothing	1	25	50	25	50	0.0	nan	0.0	0.0	nan	0.0
AML	ENSG00000110700.6	ENST00000525634.5	ENST00000228140.6	Prosite	PS00362	Lost_in_cases	1	98	128	nan	nan	0.6774193548387096	0.4772727272727273	0.3888888888888889	nan	nan	nan
AML	ENSG00000111640.14	ENST00000396859.5	ENST00000229239.9	Prosite	PS00071	Nothing	1	150	157	150	157	0.0	nan	0.0	0.0	nan	0.0
AML	ENSG00000111640.14	ENST00000396856.5	ENST00000619601.1	Prosite	PS00071	Nothing	1	75	82	108	115	0.0	nan	0.0	0.0	nan	0.0
AML	ENSG00000111640.14	ENST00000396861.5	ENST00000229239.9	Prosite	PS00071	Nothing	1	150	157	150	157	0.0	nan	0.0	0.0	nan	0.0
AML	ENSG00000111640.14	ENST00000396859.5	ENST00000619601.1	Prosite	PS00071	Nothing	1	150	157	108	115	0.0	nan	0.0	0.0	nan	0.0
AML	ENSG00000111640.14	ENST00000396858.5	ENST00000466525.1	Prosite	PS00071	Lost_in_cases	1	108	115	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000111640.14	ENST00000466588.5	ENST00000229239.9	Prosite	PS00071	Gained_in_cases	1	nan	nan	150	157	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000135404.11	ENST00000546939.5	ENST00000549117.5	Prosite	PS00421	Gained_in_cases	1	nan	nan	61	83	nan	nan	nan	0.9565217391304348	0.2682926829268293	0.26506024096385544
AML	ENSG00000135404.11	ENST00000257857.8	ENST00000548117.5	Prosite	PS00421	Lost_in_cases	1	61	83	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000135404.11	ENST00000549117.5	ENST00000552692.5	Prosite	PS00421	Nothing	1	61	83	61	83	0.0	nan	0.0	0.0	nan	0.0
AML	ENSG00000135404.11	ENST00000546939.5	ENST00000257857.8	Prosite	PS00421	Gained_in_cases	1	nan	nan	61	83	nan	nan	nan	0.9565217391304348	0.2682926829268293	0.26506024096385544
AML	ENSG00000115286.19	ENST00000233627.13	ENST00000313408.11	Prosite	PS01150	Lost_in_cases	1	169	185	nan	nan	0.17647058823529413	0.0967741935483871	0.06666666666666667	nan	nan	nan
AML	ENSG00000115286.19	ENST00000233627.13	ENST00000622587.4	Prosite	PS01150	Lost_in_cases	1	169	185	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000197747.8	ENST00000368809.1	ENST00000368811.7	Prosite	PS00303	Nothing	1	55	76	55	76	0.0	nan	0.0	0.0	nan	0.0
AML	ENSG00000168159.10	ENST00000305943.7	ENST00000482739.2	Prosite	PS00518	Lost_in_cases	1	27	36	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000112576.12	ENST00000372991.8	ENST00000415497.6	Prosite	PS00292	Lost_in_cases	1	57	88	nan	nan	1.0	0.16326530612244897	0.16326530612244897	nan	nan	nan
AML	ENSG00000132781.17	ENST00000485484.5	ENST00000450313.5	Prosite	PS01155	Gained_in_cases	1	nan	nan	199	229	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000132781.17	ENST00000485484.5	ENST00000450313.5	Prosite	PS00764	Gained_in_cases	1	nan	nan	290	306	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000132781.17	ENST00000467940.5	ENST00000372110.7	Prosite	PS01155	Gained_in_cases	1	nan	nan	186	216	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000132781.17	ENST00000467940.5	ENST00000372110.7	Prosite	PS00764	Gained_in_cases	1	nan	nan	277	293	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000132781.17	ENST00000372104.5	ENST00000470256.5	Prosite	PS01155	Lost_in_cases	1	171	201	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000132781.17	ENST00000372104.5	ENST00000470256.5	Prosite	PS00764	Lost_in_cases	1	262	278	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000017260.19	ENST00000328560.12	ENST00000504948.5	Prosite	PS00154	Nothing	1	350	356	334	340	0.0	nan	0.0	0.0	nan	0.0
AML	ENSG00000017260.19	ENST00000513636.1	ENST00000508532.5	Prosite	PS00154	Gained_in_cases	1	nan	nan	350	356	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000017260.19	ENST00000514654.5	ENST00000428331.6	Prosite	PS00154	Gained_in_cases	1	nan	nan	350	356	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000017260.19	ENST00000328560.12	ENST00000359644.7	Prosite	PS00154	Nothing	1	350	356	350	356	0.0	nan	0.0	0.0	nan	0.0
AML	ENSG00000017260.19	ENST00000510774.1	ENST00000508532.5	Prosite	PS00154	Gained_in_cases	1	nan	nan	350	356	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000017260.19	ENST00000422190.6	ENST00000514654.5	Prosite	PS00154	Lost_in_cases	1	350	356	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000161203.13	ENST00000292807.9	ENST00000461733.5	Prosite	PS00991	Lost_in_cases	1	263	277	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000161203.13	ENST00000292807.9	ENST00000461733.5	Prosite	PS00990	Lost_in_cases	1	159	179	nan	nan	1.0	1.0	1.0	nan	nan	nan
