Experiment	GeneId	Control_transcript	Case_transcript	Feature_type	Feature	What	Index	Control_start	Control_end	Case_start	Case_end	Control_MacroScore	Control_MicroScore	Control_Jaccard	Case_MacroScore	Case_MicroScore	Case_Jaccard
AML	ENSG00000087460.23	ENST00000371095.7	ENST00000480975.5	Pfam	PF00503	Lost_in_cases	1	8	369	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000087460.23	ENST00000481039.5	ENST00000371085.7	Pfam	PF00503	Gained_in_cases	1	nan	nan	8	383	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000087460.23	ENST00000371099.6	ENST00000371102.8	Pfam	PF00503	Gained_in_cases	1	nan	nan	641	1012	nan	nan	nan	0.8655913978494624	0.9669669669669669	0.8407310704960835
AML	ENSG00000087460.23	ENST00000306090.11	ENST00000481039.5	Pfam	PF00503	Lost_in_cases	1	20	147	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000087460.23	ENST00000371075.7	ENST00000488546.5	Pfam	PF06390	Lost_in_cases	1	1	245	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000165795.20	ENST00000554143.5	ENST00000350792.7	Pfam	PF03096	Nothing	1	27	304	27	304	0.0	nan	0.0	0.0	nan	0.0
AML	ENSG00000165795.20	ENST00000554143.5	ENST00000557353.5	Pfam	PF03096	Lost_in_cases	1	27	304	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000165795.20	ENST00000554143.5	ENST00000366204.6	Pfam	PF03096	Lost_in_cases	1	27	304	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000165795.20	ENST00000554143.5	ENST00000397853.7	Pfam	PF03096	Nothing	1	27	304	41	318	0.0	nan	0.0	0.0	nan	0.0
AML	ENSG00000165795.20	ENST00000554143.5	ENST00000555695.5	Pfam	PF03096	Lost_in_cases	1	27	304	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000165795.20	ENST00000554143.5	ENST00000360463.7	Pfam	PF03096	Nothing	1	27	304	27	304	0.0	nan	0.0	0.0	nan	0.0
AML	ENSG00000165795.20	ENST00000554143.5	ENST00000557198.5	Pfam	PF03096	Lost_in_cases	1	27	304	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000165795.20	ENST00000554143.5	ENST00000298687.9	Pfam	PF03096	Nothing	1	27	304	41	318	0.0	nan	0.0	0.0	nan	0.0
AML	ENSG00000165795.20	ENST00000554143.5	ENST00000298684.9	Pfam	PF03096	Nothing	1	27	304	27	143	0.10431654676258993	1.0	0.10431654676258993	0.0	nan	0.0
AML	ENSG00000165795.20	ENST00000554143.5	ENST00000298684.9	Pfam	PF03096	Nothing	2	nan	nan	144	275	nan	nan	nan	0.0	nan	0.0
AML	ENSG00000165795.20	ENST00000554143.5	ENST00000557167.1	Pfam	PF03096	Lost_in_cases	1	27	304	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000165795.20	ENST00000554143.5	ENST00000557616.5	Pfam	PF03096	Lost_in_cases	1	27	304	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000165795.20	ENST00000554143.5	ENST00000554277.5	Pfam	PF03096	Lost_in_cases	1	27	304	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000197756.9	ENST00000456586.5	ENST00000420712.1	Pfam	PF01780	Lost_in_cases	1	2	66	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000197756.9	ENST00000600880.5	ENST00000420712.1	Pfam	PF01780	Lost_in_cases	1	2	71	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000197756.9	ENST00000456586.5	ENST00000427280.6	Pfam	PF01780	Nothing	1	2	66	2	53	0.27692307692307694	0.9	0.26865671641791045	0.09615384615384616	0.125	0.05747126436781609
AML	ENSG00000197756.9	ENST00000600880.5	ENST00000456586.5	Pfam	PF01780	Nothing	1	2	71	2	66	0.32857142857142857	0.9583333333333334	0.323943661971831	0.27692307692307694	0.9	0.26865671641791045
AML	ENSG00000197756.9	ENST00000598925.5	ENST00000359681.3	Pfam	PF01780	Lost_in_cases	1	2	50	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000197756.9	ENST00000456586.5	ENST00000490649.1	Pfam	PF01780	Lost_in_cases	1	2	66	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000168255.18	ENST00000613744.4	ENST00000507355.5	Pfam	PF13656	Lost_in_cases	1	28	104	nan	nan	1.0	1.0	1.0	nan	nan	nan
AML	ENSG00000104529.17	ENST00000526786.5	ENST00000423316.6	Pfam	PF10587	Gained_in_cases	1	nan	nan	525	552	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000104529.17	ENST00000526786.5	ENST00000423316.6	Pfam	PF00736	Gained_in_cases	1	nan	nan	561	647	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000104529.17	ENST00000534232.5	ENST00000419152.6	Pfam	PF10587	Gained_in_cases	1	nan	nan	159	186	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000104529.17	ENST00000534232.5	ENST00000419152.6	Pfam	PF00736	Gained_in_cases	1	nan	nan	195	281	nan	nan	nan	1.0	1.0	1.0
AML	ENSG00000104529.17	ENST00000526838.5	ENST00000532400.1	Pfam	PF10587	Lost_in_cases	1	140	167	nan	nan	1.0	0.12121212121212122	0.12121212121212122	nan	nan	nan
